chain,merchant_id,city,product_type,product_item,order_num,quantity,transaction_time,order_status,price
Starbucks,MIA101,Miami,Dessert,IceCream,749,1,2025-12-15T15:04:42.076822,COMPLETE,3.25
KFC,LA301,Los Angeles,Sandwich,TurkeyClub,787,1,2025-12-15T15:04:42.086417,COMPLETE,6.87
Burger King,SEA201,Seattle,Sandwich,ChipotleChicken,762,1,2025-12-15T15:04:42.168409,FAILED,7.63
McDonalds,CHI001,Chicago,Drinks,MatchaLatte,870,2,2025-12-15T15:04:42.081383,COMPLETE,11.43
McDonalds,DAL001,Dallas,Combo,PremiumCombo,753,2,2025-12-15T15:04:42.054827,COMPLETE,24.53
Chipotle,DAL401,Dallas,Drinks,Milkshake,806,1,2025-12-15T15:04:42.059039,COMPLETE,4.51
McDonalds,NYC002,New York,Drinks,DietCoke,752,1,2025-12-15T15:04:42.073001,COMPLETE,2.38
Burger King,CHI202,Chicago,Drinks,Milkshake,750,2,2025-12-15T15:04:42.031882,COMPLETE,8.68
Chipotle,PHI401,Philadelphia,Combo,PremiumCombo,767,1,2025-12-15T15:04:42.098569,COMPLETE,11.01
Burger King,SF201,San Francisco,Dessert,BlueberryMuffin,793,1,2025-12-15T15:04:42.024305,COMPLETE,2.93
Burger King,MIA201,Miami,Combo,ValueMealB,719,2,2025-12-15T15:04:42.043190,COMPLETE,19.61
KFC,NYC301,New York,Dessert,VanillaSundae,811,2,2025-12-15T15:04:42.138770,COMPLETE,7.17
McDonalds,SF001,San Francisco,Sandwich,BLT,832,1,2025-12-15T15:04:42.049978,COMPLETE,6.72
Chipotle,PHI401,Philadelphia,Combo,FamilyBucket,768,1,2025-12-15T15:04:42.180467,COMPLETE,20.75
Burger King,DAL201,Dallas,Dessert,ChocolateChipCookie,760,1,2025-12-15T15:04:42.142297,COMPLETE,1.99
McDonalds,MIA001,Miami,Sandwich,CrispyChicken,806,1,2025-12-15T15:04:42.091855,COMPLETE,6.27
Starbucks,DAL101,Dallas,Drinks,DietCoke,768,2,2025-12-15T15:04:42.092093,COMPLETE,4.77
Starbucks,LA101,Los Angeles,Dessert,ApplePie,752,3,2025-12-15T15:04:42.117996,COMPLETE,8.04
Starbucks,SF102,San Francisco,Dessert,Cookie,819,1,2025-12-15T15:04:42.045314,COMPLETE,1.71
KFC,DEN301,Denver,Sandwich,GrilledChicken,786,1,2025-12-15T15:04:42.055400,COMPLETE,7.01
Chipotle,ATL401,Atlanta,Combo,ValueMealA,795,1,2025-12-15T15:04:42.035197,COMPLETE,8.25
KFC,MIA301,Miami,Combo,ChickenCombo,778,3,2025-12-15T15:04:42.009005,COMPLETE,30.5
Starbucks,BOS101,Boston,Drinks,Coke,760,1,2025-12-15T15:04:42.032551,COMPLETE,2.73
McDonalds,NYC003,New York,Sandwich,BBQBeef,776,1,2025-12-15T15:04:42.045464,COMPLETE,7.56
McDonalds,LA001,Los Angeles,Combo,HealthyCombo,782,1,2025-12-15T15:04:42.012268,COMPLETE,10.85
KFC,SF301,San Francisco,Sandwich,ChipotleChicken,810,1,2025-12-15T15:04:42.098104,COMPLETE,7.41
McDonalds,NYC001,New York,Combo,ChickenCombo,813,1,2025-12-15T15:04:42.091641,COMPLETE,10.97
KFC,SF301,San Francisco,Dessert,CheesecakeSlice,811,1,2025-12-15T15:04:42.119683,COMPLETE,4.7
Chipotle,MIA401,Miami,Drinks,MatchaLatte,787,2,2025-12-15T15:04:42.050698,COMPLETE,10.24
McDonalds,SEA001,Seattle,Drinks,Latte,817,1,2025-12-15T15:04:42.050368,COMPLETE,4.24
Burger King,CHI202,Chicago,Combo,ValueMealB,751,1,2025-12-15T15:04:42.049660,FAILED,9.55
Chipotle,SF401,San Francisco,Drinks,DietCoke,817,1,2025-12-15T15:04:42.018632,COMPLETE,2.43
McDonalds,NYC004,New York,Dessert,Donut,796,1,2025-12-15T15:04:42.052860,COMPLETE,1.99
Chipotle,SF401,San Francisco,Combo,ValueMealB,818,1,2025-12-15T15:04:42.078207,COMPLETE,8.92
McDonalds,SEA001,Seattle,Sandwich,CrispyChicken,818,1,2025-12-15T15:04:42.120819,COMPLETE,6.23
Chipotle,PHI401,Philadelphia,Combo,ChickenCombo,769,1,2025-12-15T15:04:42.191905,FAILED,10.41
Starbucks,MIA101,Miami,Dessert,IceCream,750,1,2025-12-15T15:04:42.087864,COMPLETE,3.47
Starbucks,SEA101,Seattle,Drinks,MatchaLatte,771,2,2025-12-15T15:04:42.076288,COMPLETE,9.98
Burger King,ATL201,Atlanta,Sandwich,BLT,805,1,2025-12-15T15:04:42.029691,COMPLETE,6.45
KFC,MIA301,Miami,Sandwich,GrilledChicken,779,2,2025-12-15T15:04:42.026760,COMPLETE,13.86
KFC,SEA301,Seattle,Combo,SnackCombo,819,1,2025-12-15T15:04:42.003859,COMPLETE,7.06
McDonalds,MIA001,Miami,Dessert,ChocolateChipCookie,807,1,2025-12-15T15:04:42.126173,COMPLETE,2.05
McDonalds,DAL001,Dallas,Sandwich,BigMac,754,1,2025-12-15T15:04:42.108793,COMPLETE,7.75
Chipotle,BOS401,Boston,Dessert,BlueberryMuffin,798,3,2025-12-15T15:04:42.089569,COMPLETE,9.03
Chipotle,SEA401,Seattle,Dessert,IceCream,762,1,2025-12-15T15:04:42.009759,COMPLETE,3.27
Chipotle,BOS401,Boston,Drinks,Mocha,799,1,2025-12-15T15:04:42.155823,COMPLETE,4.81
Starbucks,SEA101,Seattle,Dessert,CheesecakeSlice,772,1,2025-12-15T15:04:42.164816,COMPLETE,4.48
KFC,HOU301,Houston,Dessert,IceCream,771,1,2025-12-15T15:04:42.002695,FAILED,3.51
KFC,PHO301,Phoenix,Combo,DoubleChickenCombo,741,1,2025-12-15T15:04:42.068119,COMPLETE,12.66
KFC,SF301,San Francisco,Combo,DoubleChickenCombo,812,1,2025-12-15T15:04:42.120806,COMPLETE,12.42
Chipotle,CHI401,Chicago,Combo,DoubleChickenCombo,795,1,2025-12-15T15:04:42.049873,COMPLETE,12.41
McDonalds,LA001,Los Angeles,Combo,DoubleChickenCombo,783,1,2025-12-15T15:04:42.094602,COMPLETE,12.14
KFC,HOU301,Houston,Drinks,DietCoke,772,1,2025-12-15T15:04:42.021337,COMPLETE,2.73
Starbucks,LA101,Los Angeles,Dessert,VanillaSundae,753,3,2025-12-15T15:04:42.124310,COMPLETE,11.01
McDonalds,NYC001,New York,Sandwich,CrispyChicken,814,2,2025-12-15T15:04:42.124760,COMPLETE,13.86
KFC,NYC301,New York,Drinks,DietCoke,812,2,2025-12-15T15:04:42.209334,COMPLETE,5.5
McDonalds,CHI001,Chicago,Combo,ValueMealB,871,1,2025-12-15T15:04:42.155395,COMPLETE,8.98
Burger King,NYC201,New York,Sandwich,GrilledChicken,800,2,2025-12-15T15:04:42.030497,COMPLETE,13.35
McDonalds,CHI001,Chicago,Sandwich,GrilledChicken,872,1,2025-12-15T15:04:42.239034,COMPLETE,7.18
Chipotle,MIA401,Miami,Combo,KidsMeal,788,1,2025-12-15T15:04:42.087834,COMPLETE,7.38
Chipotle,NYC401,New York,Combo,SnackCombo,789,1,2025-12-15T15:04:42.090919,FAILED,7.19
Burger King,CHI202,Chicago,Dessert,BlueberryMuffin,752,2,2025-12-15T15:04:42.084977,COMPLETE,6.08
KFC,NYC301,New York,Sandwich,VeggieDelight,813,1,2025-12-15T15:04:42.220123,COMPLETE,6.38
McDonalds,NYC003,New York,Combo,DoubleChickenCombo,777,1,2025-12-15T15:04:42.109819,COMPLETE,12.48
KFC,NYC301,New York,Sandwich,CrispyChicken,814,2,2025-12-15T15:04:43.016507,COMPLETE,13.08
Chipotle,DAL401,Dallas,Dessert,IceCream,807,1,2025-12-15T15:04:43.022819,COMPLETE,3.43
Burger King,DAL201,Dallas,Sandwich,BBQBeef,761,1,2025-12-15T15:04:43.031056,COMPLETE,7.94
Chipotle,SEA401,Seattle,Sandwich,GrilledChicken,763,1,2025-12-15T15:04:43.042298,COMPLETE,7.01
Starbucks,NYC101,New York,Sandwich,ChipotleChicken,775,2,2025-12-15T15:04:43.084441,COMPLETE,13.56
Starbucks,MIA101,Miami,Sandwich,CrispyChicken,751,1,2025-12-15T15:04:43.059609,COMPLETE,6.2
Starbucks,SF102,San Francisco,Combo,DoubleChickenCombo,820,1,2025-12-15T15:04:43.037830,COMPLETE,13.39
Chipotle,NYC401,New York,Sandwich,QuarterPounder,790,1,2025-12-15T15:04:43.006336,COMPLETE,7.35
Burger King,SF201,San Francisco,Sandwich,QuarterPounder,794,1,2025-12-15T15:04:43.044763,COMPLETE,8.0
Chipotle,PHI401,Philadelphia,Sandwich,BLT,770,1,2025-12-15T15:04:43.075576,COMPLETE,6.63
Starbucks,CHI101,Chicago,Drinks,Sprite,739,2,2025-12-15T15:04:43.018197,COMPLETE,5.06
Starbucks,SF102,San Francisco,Drinks,ColdBrew,821,1,2025-12-15T15:04:43.051923,COMPLETE,4.92
McDonalds,DAL001,Dallas,Dessert,VanillaSundae,755,1,2025-12-15T15:04:43.034410,COMPLETE,4.1
Burger King,NYC201,New York,Dessert,Cookie,801,1,2025-12-15T15:04:43.068719,COMPLETE,1.84
Burger King,CHI202,Chicago,Drinks,MatchaLatte,753,2,2025-12-15T15:04:43.068434,COMPLETE,11.11
McDonalds,CHI001,Chicago,Sandwich,VeggieDelight,873,1,2025-12-15T15:04:43.034495,COMPLETE,6.31
McDonalds,SEA001,Seattle,Combo,HealthyCombo,819,1,2025-12-15T15:04:43.021806,COMPLETE,9.79
KFC,MIA301,Miami,Dessert,ChocolateChipCookie,780,1,2025-12-15T15:04:43.094153,COMPLETE,1.91
Chipotle,SEA401,Seattle,Dessert,Brownie,764,1,2025-12-15T15:04:43.050175,COMPLETE,3.16
Starbucks,BOS101,Boston,Dessert,Cookie,761,1,2025-12-15T15:04:43.008799,COMPLETE,1.68
McDonalds,DAL001,Dallas,Sandwich,ChipotleChicken,756,1,2025-12-15T15:04:43.085321,COMPLETE,7.75
Starbucks,NYC102,New York,Drinks,Latte,730,1,2025-12-15T15:04:43.018160,COMPLETE,4.44
KFC,SF301,San Francisco,Dessert,Donut,813,2,2025-12-15T15:04:43.037529,COMPLETE,4.18
Chipotle,SEA401,Seattle,Sandwich,TurkeyClub,765,1,2025-12-15T15:04:43.139349,COMPLETE,6.72
KFC,SEA301,Seattle,Combo,FamilyBucket,820,1,2025-12-15T15:04:43.068678,COMPLETE,19.4
KFC,LA301,Los Angeles,Combo,ValueMealA,788,1,2025-12-15T15:04:43.030640,COMPLETE,8.13
KFC,LA301,Los Angeles,Combo,SnackCombo,789,1,2025-12-15T15:04:43.037805,FAILED,7.37
KFC,MIA301,Miami,Drinks,Coke,781,1,2025-12-15T15:04:43.096700,COMPLETE,2.67
McDonalds,MIA001,Miami,Combo,PremiumCombo,808,1,2025-12-15T15:04:43.031538,COMPLETE,11.13
Starbucks,NYC101,New York,Combo,FamilyBucket,776,1,2025-12-15T15:04:43.109129,COMPLETE,19.9
Starbucks,NYC101,New York,Combo,DoubleChickenCombo,777,2,2025-12-15T15:04:43.162760,COMPLETE,23.66
Chipotle,MIA401,Miami,Drinks,MatchaLatte,789,1,2025-12-15T15:04:43.058962,COMPLETE,5.26
Starbucks,SF102,San Francisco,Drinks,Milkshake,822,1,2025-12-15T15:04:43.117051,COMPLETE,4.6
Starbucks,NYC101,New York,Sandwich,BLT,778,1,2025-12-15T15:04:43.234851,COMPLETE,6.15
Chipotle,DAL401,Dallas,Sandwich,TurkeyClub,808,1,2025-12-15T15:04:43.035844,COMPLETE,7.05
Chipotle,BOS401,Boston,Dessert,ApplePie,800,2,2025-12-15T15:04:43.022990,COMPLETE,4.97
Chipotle,PHI401,Philadelphia,Combo,KidsMeal,771,2,2025-12-15T15:04:43.120119,COMPLETE,12.93
McDonalds,NYC004,New York,Drinks,Mocha,797,1,2025-12-15T15:04:43.038387,COMPLETE,4.97
KFC,LA301,Los Angeles,Dessert,ChocolateSundae,790,2,2025-12-15T15:04:43.053546,COMPLETE,7.7
KFC,DEN301,Denver,Sandwich,BLT,787,1,2025-12-15T15:04:43.050664,COMPLETE,6.93
KFC,CHI301,Chicago,Sandwich,BLT,751,1,2025-12-15T15:04:43.090108,COMPLETE,6.96
Burger King,CHI201,Chicago,Dessert,ApplePie,824,1,2025-12-15T15:04:43.072779,COMPLETE,2.66
McDonalds,CHI001,Chicago,Sandwich,VeggieDelight,874,1,2025-12-15T15:04:43.106663,COMPLETE,6.37
Burger King,PHI201,Philadelphia,Sandwich,CrispyChicken,788,1,2025-12-15T15:04:43.065825,COMPLETE,6.28
McDonalds,SEA001,Seattle,Sandwich,VeggieDelight,820,1,2025-12-15T15:04:43.070446,COMPLETE,5.84
Starbucks,SF102,San Francisco,Combo,ValueMealA,823,1,2025-12-15T15:04:43.194246,COMPLETE,8.47
McDonalds,MIA001,Miami,Combo,DoubleChickenCombo,809,1,2025-12-15T15:04:43.120818,COMPLETE,13.16
KFC,SEA301,Seattle,Drinks,MatchaLatte,821,1,2025-12-15T15:04:43.073327,COMPLETE,5.7
Burger King,PHI201,Philadelphia,Sandwich,TurkeyClub,789,1,2025-12-15T15:04:43.109723,COMPLETE,6.65
McDonalds,SF001,San Francisco,Dessert,ChocolateChipCookie,833,1,2025-12-15T15:04:43.028721,COMPLETE,2.14
McDonalds,NYC001,New York,Dessert,ApplePie,815,1,2025-12-15T15:04:43.015770,COMPLETE,2.73
McDonalds,NYC001,New York,Drinks,OrangeJuice,816,1,2025-12-15T15:04:43.083879,COMPLETE,3.21
KFC,DEN301,Denver,Dessert,BlueberryMuffin,788,1,2025-12-15T15:04:43.138480,COMPLETE,2.76
KFC,CHI301,Chicago,Dessert,ApplePie,752,1,2025-12-15T15:04:43.094350,COMPLETE,2.47
KFC,CHI301,Chicago,Sandwich,GrilledChicken,753,1,2025-12-15T15:04:43.188408,COMPLETE,7.04
Starbucks,NYC101,New York,Drinks,MatchaLatte,779,2,2025-12-15T15:04:43.328314,COMPLETE,10.25
McDonalds,CHI001,Chicago,Dessert,VanillaSundae,875,1,2025-12-15T15:04:43.115293,COMPLETE,3.74
McDonalds,NYC001,New York,Combo,ValueMealB,817,1,2025-12-15T15:04:43.096196,COMPLETE,8.51
Starbucks,SF102,San Francisco,Dessert,CheesecakeSlice,824,1,2025-12-15T15:04:43.273385,COMPLETE,4.62
Burger King,PHI201,Philadelphia,Drinks,Coke,790,1,2025-12-15T15:04:43.178148,COMPLETE,2.6
Burger King,MIA201,Miami,Sandwich,ChipotleChicken,720,1,2025-12-15T15:04:43.063472,COMPLETE,7.17
Starbucks,CHI101,Chicago,Drinks,ColdBrew,740,2,2025-12-15T15:04:43.051338,COMPLETE,10.26
Burger King,CHI202,Chicago,Dessert,Brownie,754,1,2025-12-15T15:04:43.087742,COMPLETE,3.03
KFC,DEN301,Denver,Drinks,ColdBrew,789,1,2025-12-15T15:04:43.186626,COMPLETE,5.19
KFC,NYC301,New York,Combo,ValueMealB,815,2,2025-12-15T15:04:43.062357,COMPLETE,18.29
Starbucks,LA101,Los Angeles,Drinks,Latte,754,1,2025-12-15T15:04:43.000984,COMPLETE,4.33
McDonalds,CHI001,Chicago,Sandwich,CrispyChicken,876,1,2025-12-15T15:04:43.166088,COMPLETE,6.25
Burger King,CHI201,Chicago,Dessert,IceCream,825,1,2025-12-15T15:04:43.118841,COMPLETE,3.55
Starbucks,SF102,San Francisco,Drinks,Milkshake,825,1,2025-12-15T15:04:43.330880,COMPLETE,4.73
McDonalds,SEA001,Seattle,Combo,ChickenCombo,821,1,2025-12-15T15:04:43.089461,COMPLETE,9.51
KFC,HOU301,Houston,Sandwich,CrispyChicken,773,1,2025-12-15T15:04:43.011454,COMPLETE,6.68
Burger King,DAL201,Dallas,Dessert,IceCream,762,3,2025-12-15T15:04:43.095379,COMPLETE,10.45
Chipotle,PHI401,Philadelphia,Drinks,DietCoke,772,3,2025-12-15T15:04:43.155092,COMPLETE,7.83
Chipotle,SF401,San Francisco,Drinks,Sprite,819,1,2025-12-15T15:04:43.037094,COMPLETE,2.53
Starbucks,NYC101,New York,Sandwich,BigMac,780,1,2025-12-15T15:04:43.366129,COMPLETE,7.43
Burger King,SEA201,Seattle,Dessert,ChocolateSundae,763,1,2025-12-15T15:04:43.024900,COMPLETE,4.01
Burger King,PHI201,Philadelphia,Combo,DoubleChickenCombo,791,1,2025-12-15T15:04:43.208795,COMPLETE,11.79
Starbucks,LA101,Los Angeles,Combo,PremiumCombo,755,1,2025-12-15T15:04:43.013178,COMPLETE,11.32
Burger King,CHI202,Chicago,Sandwich,QuarterPounder,755,1,2025-12-15T15:04:43.093858,COMPLETE,8.07
McDonalds,NYC001,New York,Drinks,IcedCoffee,818,1,2025-12-15T15:04:43.140283,COMPLETE,4.03
Chipotle,SEA401,Seattle,Sandwich,TurkeyClub,766,2,2025-12-15T15:04:43.199950,COMPLETE,13.49
Chipotle,DAL401,Dallas,Sandwich,BLT,809,1,2025-12-15T15:04:44.030175,COMPLETE,6.25
KFC,DEN301,Denver,Combo,PremiumCombo,790,2,2025-12-15T15:04:44.059064,COMPLETE,24.92
Chipotle,LA401,Los Angeles,Sandwich,TurkeyClub,828,1,2025-12-15T15:04:44.040819,COMPLETE,7.24
McDonalds,NYC002,New York,Dessert,Cookie,753,2,2025-12-15T15:04:44.085162,COMPLETE,3.68
McDonalds,NYC001,New York,Dessert,Cookie,819,3,2025-12-15T15:04:44.058832,COMPLETE,5.63
Chipotle,CHI401,Chicago,Combo,ValueMealB,796,1,2025-12-15T15:04:44.097825,COMPLETE,9.17
Starbucks,SF102,San Francisco,Dessert,ApplePie,826,1,2025-12-15T15:04:44.056660,COMPLETE,2.69
Burger King,DAL201,Dallas,Sandwich,BigMac,763,1,2025-12-15T15:04:44.036627,COMPLETE,7.65
Burger King,LA201,Los Angeles,Dessert,Cookie,814,1,2025-12-15T15:04:44.011855,FAILED,1.82
Burger King,CHI201,Chicago,Combo,KidsMeal,826,1,2025-12-15T15:04:44.001613,COMPLETE,6.49
Burger King,SEA201,Seattle,Dessert,Brownie,764,1,2025-12-15T15:04:44.074475,COMPLETE,2.91
McDonalds,NYC003,New York,Combo,FamilyBucket,778,1,2025-12-15T15:04:44.097122,COMPLETE,20.88
Starbucks,SF101,San Francisco,Combo,ChickenCombo,802,1,2025-12-15T15:04:44.010187,COMPLETE,10.72
KFC,CHI301,Chicago,Drinks,DietCoke,754,1,2025-12-15T15:04:44.083271,COMPLETE,2.6
McDonalds,NYC003,New York,Drinks,DietCoke,779,1,2025-12-15T15:04:44.144741,COMPLETE,2.49
KFC,LA301,Los Angeles,Combo,KidsMeal,791,1,2025-12-15T15:04:44.002841,COMPLETE,7.31
Chipotle,SEA401,Seattle,Drinks,OrangeJuice,767,1,2025-12-15T15:04:44.027043,COMPLETE,3.13
McDonalds,NYC002,New York,Combo,KidsMeal,754,1,2025-12-15T15:04:44.121466,COMPLETE,6.79
KFC,MIA301,Miami,Combo,BurgerFriesDrink,782,1,2025-12-15T15:04:44.058027,COMPLETE,11.51
Burger King,SEA201,Seattle,Combo,KidsMeal,765,1,2025-12-15T15:04:44.108014,COMPLETE,6.86
KFC,DEN301,Denver,Combo,ValueMealB,791,1,2025-12-15T15:04:44.123277,COMPLETE,9.31
McDonalds,DAL001,Dallas,Drinks,Milkshake,757,1,2025-12-15T15:04:44.002631,COMPLETE,4.9
McDonalds,SF001,San Francisco,Drinks,DietCoke,834,3,2025-12-15T15:04:44.068703,COMPLETE,7.16
Chipotle,LA401,Los Angeles,Dessert,Brownie,829,1,2025-12-15T15:04:44.101839,COMPLETE,3.18
McDonalds,DAL001,Dallas,Combo,ChickenCombo,758,1,2025-12-15T15:04:44.004720,COMPLETE,10.55
McDonalds,SF001,San Francisco,Drinks,Mocha,835,1,2025-12-15T15:04:44.111013,COMPLETE,4.93
Burger King,MIA201,Miami,Drinks,Latte,721,1,2025-12-15T15:04:44.093686,FAILED,4.04
Starbucks,DAL101,Dallas,Combo,FamilyBucket,769,2,2025-12-15T15:04:44.025327,COMPLETE,37.99
Burger King,NYC201,New York,Dessert,BlueberryMuffin,802,3,2025-12-15T15:04:44.050006,COMPLETE,8.62
Starbucks,LA101,Los Angeles,Dessert,Cookie,756,2,2025-12-15T15:04:44.062401,COMPLETE,3.55
KFC,HOU301,Houston,Combo,ChickenCombo,774,1,2025-12-15T15:04:44.080409,FAILED,9.97
Chipotle,NYC401,New York,Sandwich,CrispyChicken,791,1,2025-12-15T15:04:44.065808,COMPLETE,6.77
McDonalds,NYC003,New York,Drinks,Coke,780,1,2025-12-15T15:04:44.187434,COMPLETE,2.62
Chipotle,DAL401,Dallas,Sandwich,TurkeyClub,810,1,2025-12-15T15:04:44.127599,COMPLETE,6.58
Burger King,DAL201,Dallas,Combo,ValueMealA,764,1,2025-12-15T15:04:44.122564,COMPLETE,9.09
Chipotle,SF401,San Francisco,Sandwich,BigMac,820,1,2025-12-15T15:04:44.090995,COMPLETE,7.83
Starbucks,DAL101,Dallas,Drinks,MatchaLatte,770,1,2025-12-15T15:04:44.100632,COMPLETE,5.67
KFC,CHI301,Chicago,Combo,KidsMeal,755,1,2025-12-15T15:04:44.135211,COMPLETE,6.59
McDonalds,DAL001,Dallas,Combo,BurgerFriesDrink,759,1,2025-12-15T15:04:44.102520,COMPLETE,11.18
Burger King,DAL201,Dallas,Drinks,DietCoke,765,1,2025-12-15T15:04:44.135730,COMPLETE,2.42
KFC,SF301,San Francisco,Drinks,ColdBrew,814,1,2025-12-15T15:04:44.094772,COMPLETE,4.88
Chipotle,CHI401,Chicago,Combo,HealthyCombo,797,1,2025-12-15T15:04:44.181087,COMPLETE,10.22
Starbucks,CHI101,Chicago,Drinks,ColdBrew,741,2,2025-12-15T15:04:44.092352,COMPLETE,10.07
Starbucks,BOS101,Boston,Sandwich,CrispyChicken,762,1,2025-12-15T15:04:44.021815,COMPLETE,6.2
Starbucks,DAL101,Dallas,Combo,HealthyCombo,771,1,2025-12-15T15:04:44.148296,COMPLETE,10.77
Burger King,PHI201,Philadelphia,Dessert,CheesecakeSlice,792,1,2025-12-15T15:04:44.013982,COMPLETE,4.28
Starbucks,BOS101,Boston,Drinks,OrangeJuice,763,1,2025-12-15T15:04:44.092095,COMPLETE,3.3
Burger King,PHI201,Philadelphia,Sandwich,TurkeyClub,793,3,2025-12-15T15:04:44.031391,COMPLETE,20.56
KFC,PHO301,Phoenix,Drinks,IcedCoffee,742,1,2025-12-15T15:04:44.089262,COMPLETE,4.05
Burger King,SF201,San Francisco,Sandwich,BLT,795,1,2025-12-15T15:04:44.063963,COMPLETE,6.9
Chipotle,MIA401,Miami,Sandwich,BBQBeef,790,1,2025-12-15T15:04:44.094711,COMPLETE,7.68
Chipotle,PHI401,Philadelphia,Dessert,ChocolateSundae,773,1,2025-12-15T15:04:44.067692,COMPLETE,3.86
Chipotle,ATL401,Atlanta,Sandwich,VeggieDelight,796,1,2025-12-15T15:04:44.041318,COMPLETE,6.04
McDonalds,DAL001,Dallas,Combo,HealthyCombo,760,1,2025-12-15T15:04:44.142234,COMPLETE,9.95
Starbucks,DAL101,Dallas,Dessert,ChocolateChipCookie,772,1,2025-12-15T15:04:44.161161,COMPLETE,1.98
Burger King,CHI202,Chicago,Dessert,Cookie,756,2,2025-12-15T15:04:44.022902,COMPLETE,3.69
Burger King,DAL201,Dallas,Sandwich,TurkeyClub,766,1,2025-12-15T15:04:44.207703,COMPLETE,6.69
Chipotle,LA401,Los Angeles,Combo,KidsMeal,830,2,2025-12-15T15:04:44.144018,COMPLETE,12.97
Chipotle,SEA401,Seattle,Dessert,ApplePie,768,1,2025-12-15T15:04:44.064382,COMPLETE,2.38
Burger King,ATL201,Atlanta,Combo,DoubleChickenCombo,806,1,2025-12-15T15:04:44.037281,COMPLETE,12.86
Starbucks,LA101,Los Angeles,Combo,KidsMeal,757,1,2025-12-15T15:04:44.092100,COMPLETE,7.25
Starbucks,MIA101,Miami,Drinks,OrangeJuice,752,1,2025-12-15T15:04:44.082350,COMPLETE,3.44
KFC,DEN301,Denver,Sandwich,TurkeyClub,792,1,2025-12-15T15:04:44.202483,COMPLETE,7.47
Burger King,SEA201,Seattle,Dessert,VanillaSundae,766,1,2025-12-15T15:04:44.183859,COMPLETE,3.7
Chipotle,DAL401,Dallas,Sandwich,GrilledChicken,811,1,2025-12-15T15:04:44.156857,COMPLETE,7.4
Chipotle,LA401,Los Angeles,Sandwich,VeggieDelight,831,1,2025-12-15T15:04:44.213922,COMPLETE,5.77
Chipotle,ATL401,Atlanta,Dessert,ChocolateSundae,797,1,2025-12-15T15:04:44.123767,COMPLETE,4.17
McDonalds,LA001,Los Angeles,Combo,HealthyCombo,784,1,2025-12-15T15:04:44.028852,COMPLETE,9.83
McDonalds,NYC003,New York,Drinks,Mocha,781,1,2025-12-15T15:04:44.265140,COMPLETE,4.72
McDonalds,NYC004,New York,Drinks,OrangeJuice,798,1,2025-12-15T15:04:44.057402,COMPLETE,3.37
Starbucks,MIA101,Miami,Combo,FamilyBucket,753,1,2025-12-15T15:04:44.131396,COMPLETE,19.65
Starbucks,CHI101,Chicago,Combo,ValueMealB,742,1,2025-12-15T15:04:44.139071,COMPLETE,8.89
McDonalds,NYC004,New York,Drinks,IcedCoffee,799,1,2025-12-15T15:04:44.124974,COMPLETE,4.05
Chipotle,NYC401,New York,Sandwich,CrispyChicken,792,1,2025-12-15T15:04:44.099187,COMPLETE,6.55
KFC,SF301,San Francisco,Combo,FamilyBucket,815,2,2025-12-15T15:04:44.156289,COMPLETE,38.47
McDonalds,LA001,Los Angeles,Combo,PremiumCombo,785,1,2025-12-15T15:04:44.049009,COMPLETE,11.03
McDonalds,MIA001,Miami,Sandwich,BigMac,810,1,2025-12-15T15:04:44.049145,COMPLETE,7.43
McDonalds,NYC001,New York,Dessert,CheesecakeSlice,820,1,2025-12-15T15:04:45.048673,COMPLETE,4.28
Burger King,SEA201,Seattle,Combo,BurgerFriesDrink,767,1,2025-12-15T15:04:45.011040,COMPLETE,11.19
Chipotle,DAL401,Dallas,Sandwich,BLT,812,1,2025-12-15T15:04:45.034059,COMPLETE,7.0
Burger King,LA201,Los Angeles,Dessert,VanillaSundae,815,1,2025-12-15T15:04:45.051119,COMPLETE,3.62
Starbucks,SEA101,Seattle,Dessert,IceCream,773,1,2025-12-15T15:04:45.026061,COMPLETE,3.38
Chipotle,SF401,San Francisco,Combo,SnackCombo,821,1,2025-12-15T15:04:45.021870,COMPLETE,7.81
Starbucks,NYC102,New York,Combo,KidsMeal,731,1,2025-12-15T15:04:45.084759,COMPLETE,7.3
Burger King,LA201,Los Angeles,Sandwich,TurkeyClub,816,3,2025-12-15T15:04:45.053496,COMPLETE,22.04
KFC,MIA301,Miami,Dessert,VanillaSundae,783,1,2025-12-15T15:04:45.052632,COMPLETE,4.01
Starbucks,LA101,Los Angeles,Dessert,ApplePie,758,1,2025-12-15T15:04:45.084757,COMPLETE,2.41
KFC,CHI301,Chicago,Combo,ValueMealB,756,3,2025-12-15T15:04:45.074172,COMPLETE,25.61
Chipotle,MIA401,Miami,Dessert,CheesecakeSlice,791,1,2025-12-15T15:04:45.077906,COMPLETE,4.72
Burger King,LA201,Los Angeles,Combo,HealthyCombo,817,1,2025-12-15T15:04:45.128043,COMPLETE,9.84
Burger King,SF201,San Francisco,Combo,DoubleChickenCombo,796,1,2025-12-15T15:04:45.022309,FAILED,13.29
Starbucks,BOS101,Boston,Dessert,IceCream,764,1,2025-12-15T15:04:45.002182,COMPLETE,3.39
KFC,PHO301,Phoenix,Combo,DoubleChickenCombo,743,1,2025-12-15T15:04:45.085396,COMPLETE,12.27
Chipotle,DAL401,Dallas,Sandwich,CrispyChicken,813,1,2025-12-15T15:04:45.055914,COMPLETE,6.46
